season,overall_pick,round,pick_in_round,team_id,team_name,player_name,position,is_keeper
2017,3,8,3,t.3,Trust the Process,DeVante Parker,,
2017,4,8,4,t.4,Fuck the Process,Thomas Rawls,,
2017,5,8,5,t.5,BergerBoy Brigade,Corey Davis,,
2017,6,8,6,t.6,RIP August Ames,Zach Ertz,,
2017,7,8,7,t.7,The Mandingo...,Isaiah Crowell,,
2017,8,8,8,t.8,Trust the Process,Randall Cobb,,
2017,9,8,9,t.9,Baking Dabs,Delanie Walker,,
2017,10,8,10,t.10,Arnold Palmer Lite,Andy Dalton,,
2017,1,9,1,t.1,Arnold Palmer Lite,Terrance West,,
2017,2,9,2,t.2,Baking Dabs,Derrick Henry,,
2017,3,9,3,t.3,The Mandingo...,Jeremy Maclin,,
2017,4,9,4,t.4,Mrs. Doubtfire,Corey Coleman,,
2017,5,9,5,t.5,RIP August Ames,Eli Manning,,
2017,6,9,6,t.6,Mrs. Doubtfire,Broncos,,
2017,7,9,7,t.7,BergerBoy Brigade,Devonta Freeman,,
2017,8,9,8,t.8,The Dream Team,Carson Wentz,,
2017,9,9,9,t.9,Deez Hos Ain't Royal,Kirk Cousins,,
2017,10,9,10,t.10,Trust the Process,David Johnson,,
2017,1,10,1,t.1,Trust the Process,Kareem Hunt,,
2017,2,10,2,t.2,Deez Hos Ain't Royal,Michael Thomas,,
2017,3,10,3,t.3,The Dream Team,Carson Palmer,,
2017,4,10,4,t.4,Fuck the Process,Tyrod Taylor,,
2017,5,10,5,t.5,Fuck the Process,Jamaal Williams,,
2017,6,10,6,t.6,RIP August Ames,Jay Cutler,,
2017,7,10,7,t.7,Mrs. Doubtfire,Pierre Garcon,,
2017,8,10,8,t.8,Mrs. Doubtfire,Darren Sproles,,
2017,9,10,9,t.9,Baking Dabs,Joe Flacco,,
2017,10,10,10,t.10,Fuck the Process,Darren McFadden,,
2017,1,11,1,t.1,Arnold Palmer Lite,Theo Riddick,,
2017,2,11,2,t.2,Baking Dabs,Danny Woodhead,,
2017,3,11,3,t.3,The Mandingo...,Blake Bortles,,
2017,4,11,4,t.4,Mrs. Doubtfire,Will Fuller V,,
2017,5,11,5,t.5,RIP August Ames,Rishard Matthews,,
2017,6,11,6,t.6,BergerBoy Brigade,Odell Beckham Jr.,,
2017,7,11,7,t.7,Fuck the Process,Deshaun Watson,,
2017,8,11,8,t.8,The Dream Team,Matt Forte,,
2017,9,11,9,t.9,Deez Hos Ain't Royal,Samaje Perine,,
2017,10,11,10,t.10,Trust the Process,Tyler Eifert,,
2017,1,12,1,t.1,Trust the Process,Sterling Shepard,,
2017,2,12,2,t.2,Deez Hos Ain't Royal,Alex Smith,,
2017,3,12,3,t.3,The Dream Team,Eric Ebron,,
2017,4,12,4,t.4,Fuck the Process,Jamaal Charles,,
2017,5,12,5,t.5,BergerBoy Brigade,Zay Jones,,
2017,6,12,6,t.6,RIP August Ames,Hunter Henry,,
2017,7,12,7,t.7,Mrs. Doubtfire,Jordan Reed,,
2017,8,12,8,t.8,The Mandingo...,Jason Witten,,
2017,9,12,9,t.9,Baking Dabs,Chiefs,,
2017,10,12,10,t.10,Arnold Palmer Lite,Jarvis Landry,,
2017,1,13,1,t.1,Arnold Palmer Lite,Cameron Meredith,,
2017,2,13,2,t.2,Baking Dabs,Marvin Jones Jr.,,
2017,3,13,3,t.3,The Mandingo...,Dion Lewis,,
2017,4,13,4,t.4,Mrs. Doubtfire,Stephen Gostkowski,,
2017,5,13,5,t.5,RIP August Ames,Spencer Ware,,
2017,6,13,6,t.6,BergerBoy Brigade,Jack Doyle,,
2017,7,13,7,t.7,Fuck the Process,C.J. Anderson,,
2017,8,13,8,t.8,The Dream Team,Sam Bradford,,
2017,9,13,9,t.9,Deez Hos Ain't Royal,Josh Doctson,,
2017,10,13,10,t.10,Trust the Process,Eric Decker,,
2017,1,14,1,t.1,Trust the Process,Jonathan Stewart,,
2017,2,14,2,t.2,Deez Hos Ain't Royal,Seahawks,,
2017,3,14,3,t.3,The Dream Team,Mike Wallace,,
2017,4,14,4,t.4,Fuck the Process,John Brown,,
2017,5,14,5,t.5,BergerBoy Brigade,D'Onta Foreman,,
2017,6,14,6,t.6,RIP August Ames,C.J. Prosise,,
2017,7,14,7,t.7,Mrs. Doubtfire,Wendell Smallwood,,
2017,8,14,8,t.8,The Mandingo...,Justin Tucker,,
2017,9,14,9,t.9,Baking Dabs,Dan Bailey,,
2017,10,14,10,t.10,Arnold Palmer Lite,Giovani Bernard,,
2017,1,15,1,t.1,Arnold Palmer Lite,Kenny Britt,,
2017,2,15,2,t.2,Baking Dabs,Doug Baldwin,,
2017,3,15,3,t.3,The Mandingo...,Patriots,,
2017,4,15,4,t.4,Mrs. Doubtfire,O.J. Howard,,
2017,5,15,5,t.5,RIP August Ames,Allen Hurns,,
2017,6,15,6,t.6,BergerBoy Brigade,Jordan Matthews,,
2017,7,15,7,t.7,Fuck the Process,Texans,,
2017,8,15,8,t.8,The Dream Team,Paxton Lynch,,
2017,9,15,9,t.9,Deez Hos Ain't Royal,Mitchell Trubisky,,
2017,10,15,10,t.10,Trust the Process,Curtis Samuel,,
2017,1,16,1,t.1,Trust the Process,Mike Williams,,
2017,2,16,2,t.2,Deez Hos Ain't Royal,Marlon Mack,,
2017,3,16,3,t.3,The Dream Team,John Ross,,
2017,4,16,4,t.4,Fuck the Process,Matt Bryant,,
2017,5,16,5,t.5,BergerBoy Brigade,Brian Hoyer,,
2017,6,16,6,t.6,RIP August Ames,Tyler Lockett,,
2017,7,16,7,t.7,Mrs. Doubtfire,Victor Cruz,,
2017,8,16,8,t.8,The Mandingo...,Dak Prescott,,
2017,9,16,9,t.9,Baking Dabs,Tyrell Williams,,
2017,10,16,10,t.10,Arnold Palmer Lite,Vikings,,
2017,1,17,1,t.1,Arnold Palmer Lite,Rob Kelley,,
2017,2,17,2,t.2,Baking Dabs,Terrelle Pryor Sr.,,
2017,3,17,3,t.3,The Mandingo...,Davante Adams,,
2017,4,17,4,t.4,Fuck the Process,Ty Montgomery II,,
2017,5,17,5,t.5,RIP August Ames,Cardinals,,
2017,6,17,6,t.6,BergerBoy Brigade,James White,,
2017,7,17,7,t.7,Fuck the Process,Tyreek Hill,,
2017,8,17,8,t.8,The Dream Team,Paul Richardson,,
2017,9,17,9,t.9,Deez Hos Ain't Royal,Jordan Howard,,
2017,10,17,10,t.10,Trust the Process,Giants,,
2017,1,18,1,t.1,Trust the Process,Mason Crosby,,
2017,2,18,2,t.2,Deez Hos Ain't Royal,Evan Engram,,
2017,3,18,3,t.3,The Dream Team,Panthers,,
2017,4,18,4,t.4,BergerBoy Brigade,Jacquizz Rodgers,,
2017,5,18,5,t.5,BergerBoy Brigade,Austin Hooper,,
2017,6,18,6,t.6,RIP August Ames,Dustin Hopkins,,
2017,7,18,7,t.7,The Dream Team,Torrey Smith,,
2017,8,18,8,t.8,The Mandingo...,Charles Clay,,
2017,9,18,9,t.9,Baking Dabs,Adam Thielen,,
2017,10,18,10,t.10,Arnold Palmer Lite,Stephen Hauschka,,
2017,1,19,1,t.1,Arnold Palmer Lite,Patrick Mahomes,,
2017,2,19,2,t.2,Baking Dabs,Brandon Allen,,
2017,3,19,3,t.3,The Mandingo...,Jeremy Hill,,
2017,4,19,4,t.4,The Dream Team,Donnel Pumphrey,,
2017,5,19,5,t.5,RIP August Ames,DeAndre Washington,,
2017,6,19,6,t.6,BergerBoy Brigade,Eagles,,
2017,7,19,7,t.7,BergerBoy Brigade,Cairo Santos,,
2017,8,19,8,t.8,The Dream Team,Adam Vinatieri,,
2017,9,19,9,t.9,Deez Hos Ain't Royal,Blair Walsh,,
2017,10,19,10,t.10,Trust the Process,Robert Turbin,,
