season,overall_pick,round,pick_in_round,team_id,team_name,player_name,position,is_keeper
2020,10,9,10,t.10,The Dream Team,Christian Kirk,,
2020,11,9,11,t.11,Waiting For 2021,Chase Edmonds,,
2020,12,9,12,t.12,Terror Squad,Henry Ruggs III,,
2020,1,10,1,t.1,Terror Squad,Tua Tagovailoa,,
2020,2,10,2,t.2,Waiting For 2021,Boston Scott,,
2020,3,10,3,t.3,The Dream Team,Jalen Reagor,,
2020,4,10,4,t.4,Barry Sandals,Adrian Peterson,,
2020,5,10,5,t.5,Figgy,George Kittle,,
2020,6,10,6,t.6,Wet Ass Posluzny,Breshad Perriman,,
2020,7,10,7,t.7,Waiting For 2021,Nick Chubb,,
2020,8,10,8,t.8,Weird Flex but OK,AJ Dillon,,
2020,9,10,9,t.9,LewLew Ferrari,Michael Pittman Jr.,,
2020,10,10,10,t.10,#1 Pokemon Master,Tony Pollard,,
2020,11,10,11,t.11,BergerBoy Brigade,Sam Darnold,,
2020,12,10,12,t.12,Guap Gang,Derek Carr,,
2020,1,11,1,t.1,Guap Gang,Emmanuel Sanders,,
2020,2,11,2,t.2,BergerBoy Brigade,Ke'Shawn Vaughn,,
2020,3,11,3,t.3,#1 Pokemon Master,Mike Gesicki,,
2020,4,11,4,t.4,LewLew Ferrari,Austin Hooper,,
2020,5,11,5,t.5,Weird Flex but OK,Michael Gallup,,
2020,6,11,6,t.6,Don’s Special Guys,Deebo Samuel,,
2020,7,11,7,t.7,Wet Ass Posluzny,T.J. Hockenson,,
2020,8,11,8,t.8,Figgy,Josh Allen,,
2020,9,11,9,t.9,Barry Sandals,Adam Thielen,,
2020,10,11,10,t.10,The Dream Team,DeSean Jackson,,
2020,11,11,11,t.11,Waiting For 2021,Parris Campbell,,
2020,12,11,12,t.12,Terror Squad,Allen Lazard,,
2020,1,12,1,t.1,Terror Squad,Alexander Mattison,,
2020,2,12,2,t.2,Waiting For 2021,Joshua Kelley,,
2020,3,12,3,t.3,The Dream Team,Noah Fant,,
2020,4,12,4,t.4,Barry Sandals,Jonnu Smith,,
2020,5,12,5,t.5,Figgy,Eno Benjamin,,
2020,6,12,6,t.6,Wet Ass Posluzny,Chris Herndon,,
2020,7,12,7,t.7,Don’s Special Guys,Robbie Chosen,,
2020,8,12,8,t.8,Weird Flex but OK,Dallas Goedert,,
2020,9,12,9,t.9,LewLew Ferrari,Damien Harris,,
2020,10,12,10,t.10,#1 Pokemon Master,49ers,,
2020,11,12,11,t.11,BergerBoy Brigade,Harrison Butker,,
2020,12,12,12,t.12,Guap Gang,Teddy Bridgewater,,
2020,1,13,1,t.1,Guap Gang,Dwayne Haskins,,
2020,2,13,2,t.2,BergerBoy Brigade,Bryan Edwards,,
2020,3,13,3,t.3,#1 Pokemon Master,JuJu Smith-Schuster,,
2020,4,13,4,t.4,LewLew Ferrari,Jimmy Garoppolo,,
2020,5,13,5,t.5,Weird Flex but OK,Auden Tate,,
2020,6,13,6,t.6,Don’s Special Guys,Ravens,,
2020,7,13,7,t.7,Wet Ass Posluzny,Alvin Kamara,,
2020,8,13,8,t.8,Figgy,Brandon Aiyuk,,
2020,9,13,9,t.9,Barry Sandals,Preston Williams,,
2020,10,13,10,t.10,The Dream Team,Patriots,,
2020,11,13,11,t.11,Waiting For 2021,Anthony Miller,,
2020,12,13,12,t.12,Terror Squad,Dede Westbrook,,
2020,1,14,1,t.1,Terror Squad,Eric Ebron,,
2020,2,14,2,t.2,Waiting For 2021,Justin Herbert,,
2020,3,14,3,t.3,The Dream Team,Rob Gronkowski,,
2020,4,14,4,t.4,Barry Sandals,Justin Tucker,,
2020,5,14,5,t.5,Figgy,Tyrod Taylor,,
2020,6,14,6,t.6,Wet Ass Posluzny,Steelers,,
2020,7,14,7,t.7,Don’s Special Guys,Tee Higgins,,
2020,8,14,8,t.8,Weird Flex but OK,DeVante Parker,,
2020,9,14,9,t.9,LewLew Ferrari,Sony Michel,,
2020,10,14,10,t.10,#1 Pokemon Master,Malcolm Brown,,
2020,11,14,11,t.11,BergerBoy Brigade,Ryan Tannehill,,
2020,12,14,12,t.12,Guap Gang,Laviska Shenault Jr.,,
2020,1,15,1,t.1,Guap Gang,DJ Chark,,
2020,2,15,2,t.2,BergerBoy Brigade,A.J. Brown,,
2020,3,15,3,t.3,Terror Squad,Nick Foles,,
2020,4,15,4,t.4,LewLew Ferrari,Ryan Fitzpatrick,,
2020,5,15,5,t.5,Weird Flex but OK,James Conner,,
2020,6,15,6,t.6,Don’s Special Guys,Matt Gay,,
2020,7,15,7,t.7,Wet Ass Posluzny,Raheem Mostert,,
2020,8,15,8,t.8,Figgy,Mike Williams,,
2020,9,15,9,t.9,Barry Sandals,Mark Andrews,,
2020,10,15,10,t.10,Barry Sandals,Daniel Jones,,
2020,11,15,11,t.11,Waiting For 2021,Terry McLaurin,,
2020,12,15,12,t.12,Terror Squad,Lamar Jackson,,
2020,1,16,1,t.1,Terror Squad,Bills,,
2020,2,16,2,t.2,Waiting For 2021,Wil Lutz,,
2020,3,16,3,t.3,The Dream Team,Younghoe Koo,,
2020,4,16,4,t.4,The Dream Team,Ryquell Armstead,,
2020,5,16,5,t.5,Figgy,N'Keal Harry,,
2020,6,16,6,t.6,Wet Ass Posluzny,Mitchell Trubisky,,
2020,7,16,7,t.7,Don’s Special Guys,Benny Snell Jr.,,
2020,8,16,8,t.8,Weird Flex but OK,Saints,,
2020,9,16,9,t.9,LewLew Ferrari,Greg Zuerlein,,
2020,10,16,10,t.10,#1 Pokemon Master,Robbie Gould,,
2020,11,16,11,t.11,BergerBoy Brigade,Bears,,
2020,12,16,12,t.12,Guap Gang,Titans,,
2020,1,17,1,t.1,Guap Gang,Zane Gonzalez,,
2020,2,17,2,t.2,BergerBoy Brigade,Jack Doyle,,
2020,3,17,3,t.3,#1 Pokemon Master,Jalen Hurts,,
2020,4,17,4,t.4,LewLew Ferrari,Chiefs,,
2020,5,17,5,t.5,Weird Flex but OK,Matt Prater,,
2020,6,17,6,t.6,Don’s Special Guys,Duke Johnson,,
2020,7,17,7,t.7,Wet Ass Posluzny,Anthony McFarland,,
2020,8,17,8,t.8,Figgy,Jake Elliott,,
2020,9,17,9,t.9,Barry Sandals,Chargers,,
2020,10,17,10,t.10,Figgy,Vikings,,
2020,11,17,11,t.11,Waiting For 2021,Eagles,,
2020,12,17,12,t.12,Terror Squad,Darrynton Evans,,
