season,overall_pick,round,pick_in_round,team_id,team_name,player_name,position,is_keeper
2021,1,9,1,t.1,Zero Win Percentage,Logan Thomas,,
2021,2,9,2,t.2,Guap Gang,Mike Williams,,
2021,3,9,3,t.3,#1 Pokemon Master,Hollywood Brown,,
2021,4,9,4,t.4,Terror Squad,Devin Singletary,,
2021,5,9,5,t.5,Weird Flex but OK,Antonio Brown,,
2021,6,9,6,t.6,Moaning Myrtle,Zach Wilson,,
2021,7,9,7,t.7,Weird Flex but OK,Jonnu Smith,,
2021,8,9,8,t.8,Figgy,Mac Jones,,
2021,9,9,9,t.9,The Dream Team,Jared Goff,,
2021,10,9,10,t.10,Wet Ass Posluzny,T.J. Hockenson,,
2021,11,9,11,t.11,Barry Sandals,Michael Pittman Jr.,,
2021,12,9,12,t.12,BergerBoy Brigade,Josh Allen,,
2021,1,10,1,t.1,BergerBoy Brigade,J.K. Dobbins,,
2021,2,10,2,t.2,Barry Sandals,Jamaal Williams,,
2021,3,10,3,t.3,Wet Ass Posluzny,Ryan Fitzpatrick,,
2021,4,10,4,t.4,The Dream Team,Tevin Coleman,,
2021,5,10,5,t.5,Figgy,Ryan Tannehill,,
2021,6,10,6,t.6,Weird Flex but OK,Sam Darnold,,
2021,7,10,7,t.7,Moaning Myrtle,Robbie Chosen,,
2021,8,10,8,t.8,Walking Off Like Antonio,Rams,,
2021,9,10,9,t.9,Terror Squad,Cam Akers,,
2021,10,10,10,t.10,#1 Pokemon Master,Kenyan Drake,,
2021,11,10,11,t.11,Guap Gang,Malcolm Brown,,
2021,12,10,12,t.12,Zero Win Percentage,Sony Michel,,
2021,1,11,1,t.1,Zero Win Percentage,Mecole Hardman Jr.,,
2021,2,11,2,t.2,Guap Gang,Henry Ruggs III,,
2021,3,11,3,t.3,#1 Pokemon Master,Taysom Hill,,
2021,4,11,4,t.4,Terror Squad,Teddy Bridgewater,,
2021,5,11,5,t.5,Weird Flex but OK,Chuba Hubbard,,
2021,6,11,6,t.6,Moaning Myrtle,Will Fuller V,,
2021,7,11,7,t.7,Weird Flex but OK,Jaylen Waddle,,
2021,8,11,8,t.8,Figgy,Brandon Aiyuk,,
2021,9,11,9,t.9,The Dream Team,Michael Gallup,,
2021,10,11,10,t.10,Wet Ass Posluzny,Elijah Moore,,
2021,11,11,11,t.11,Barry Sandals,Darnell Mooney,,
2021,12,11,12,t.12,BergerBoy Brigade,Mike Gesicki,,
2021,1,12,1,t.1,BergerBoy Brigade,Marquez Callaway,,
2021,2,12,2,t.2,Terror Squad,Buccaneers,,
2021,3,12,3,t.3,Wet Ass Posluzny,Rhamondre Stevenson,,
2021,4,12,4,t.4,The Dream Team,Jakobi Meyers,,
2021,5,12,5,t.5,BergerBoy Brigade,Russell Gage Jr.,,
2021,6,12,6,t.6,Weird Flex but OK,DeVante Parker,,
2021,7,12,7,t.7,Moaning Myrtle,Zach Ertz,,
2021,8,12,8,t.8,Walking Off Like Antonio,Justin Herbert,,
2021,9,12,9,t.9,Barry Sandals,Tee Higgins,,
2021,10,12,10,t.10,#1 Pokemon Master,Justin Tucker,,
2021,11,12,11,t.11,Guap Gang,Austin Hooper,,
2021,12,12,12,t.12,Zero Win Percentage,Harrison Butker,,
2021,1,13,1,t.1,Zero Win Percentage,Commanders,,
2021,2,13,2,t.2,Guap Gang,Mark Andrews,,
2021,3,13,3,t.3,#1 Pokemon Master,DJ Chark,,
2021,4,13,4,t.4,Barry Sandals,Marvin Jones Jr.,,
2021,5,13,5,t.5,The Dream Team,Cole Kmet,,
2021,6,13,6,t.6,Moaning Myrtle,Curtis Samuel,,
2021,7,13,7,t.7,Weird Flex but OK,James Conner,,
2021,8,13,8,t.8,Figgy,Rob Gronkowski,,
2021,9,13,9,t.9,Walking Off Like Antonio,Terry McLaurin,,
2021,10,13,10,t.10,Wet Ass Posluzny,Raheem Mostert,,
2021,11,13,11,t.11,Barry Sandals,Lamar Jackson,,
2021,12,13,12,t.12,BergerBoy Brigade,A.J. Brown,,
2021,1,14,1,t.1,BergerBoy Brigade,Nyheim Miller-Hines,,
2021,2,14,2,t.2,Barry Sandals,Broncos,,
2021,3,14,3,t.3,Wet Ass Posluzny,Travis Etienne Jr.,,
2021,4,14,4,t.4,Walking Off Like Antonio,Kenneth Gainwell,,
2021,5,14,5,t.5,Figgy,Phillip Lindsay,,
2021,6,14,6,t.6,Weird Flex but OK,Greg Zuerlein,,
2021,7,14,7,t.7,Moaning Myrtle,Ravens,,
2021,8,14,8,t.8,The Dream Team,Jalen Reagor,,
2021,9,14,9,t.9,Barry Sandals,Younghoe Koo,,
2021,10,14,10,t.10,#1 Pokemon Master,49ers,,
2021,11,14,11,t.11,Guap Gang,Steelers,,
2021,12,14,12,t.12,Zero Win Percentage,Sterling Shepard,,
2021,1,15,1,t.1,Zero Win Percentage,Evan Engram,,
2021,2,15,2,t.2,Guap Gang,Corey Davis,,
2021,3,15,3,t.3,#1 Pokemon Master,Chase Claypool,,
2021,4,15,4,t.4,Terror Squad,Gus Edwards,,
2021,5,15,5,t.5,Walking Off Like Antonio,Tyrell Williams,,
2021,6,15,6,t.6,Moaning Myrtle,Matt Gay,,
2021,7,15,7,t.7,Weird Flex but OK,Patriots,,
2021,8,15,8,t.8,Figgy,Bills,,
2021,9,15,9,t.9,The Dream Team,Ty'Son Williams,,
2021,10,15,10,t.10,Wet Ass Posluzny,Colts,,
2021,11,15,11,t.11,Barry Sandals,James Robinson,,
2021,12,15,12,t.12,BergerBoy Brigade,Alexander Mattison,,
2021,1,16,1,t.1,BergerBoy Brigade,Bryan Edwards,,
2021,2,16,2,t.2,Terror Squad,J.D. McKissic,,
2021,3,16,3,t.3,Wet Ass Posluzny,Jason Myers,,
2021,4,16,4,t.4,The Dream Team,Deshaun Watson,,
2021,5,16,5,t.5,Figgy,Mason Crosby,,
2021,6,16,6,t.6,Weird Flex but OK,Justin Jackson,,
2021,7,16,7,t.7,Moaning Myrtle,Boston Scott,,
2021,8,16,8,t.8,Walking Off Like Antonio,Jason Sanders,,
2021,9,16,9,t.9,Terror Squad,Cole Beasley,,
2021,10,16,10,t.10,#1 Pokemon Master,Gardner Minshew II,,
2021,11,16,11,t.11,Guap Gang,Michael Badgley,,
2021,12,16,12,t.12,Zero Win Percentage,Jimmy Garoppolo,,
2021,1,17,1,t.1,Zero Win Percentage,Parris Campbell,,
2021,2,17,2,t.2,BergerBoy Brigade,Latavius Murray,,
2021,3,17,3,t.3,#1 Pokemon Master,Hunter Henry,,
2021,4,17,4,t.4,Terror Squad,Gerald Everett,,
2021,5,17,5,t.5,The Dream Team,Rodrigo Blankenship,,
2021,6,17,6,t.6,Moaning Myrtle,Nelson Agholor,,
2021,7,17,7,t.7,Weird Flex but OK,Rondale Moore,,
2021,8,17,8,t.8,Figgy,Rashod Bateman,,
2021,9,17,9,t.9,The Dream Team,Mark Ingram II,,
2021,10,17,10,t.10,Wet Ass Posluzny,Terrace Marshall Jr.,,
2021,11,17,11,t.11,Barry Sandals,Tony Jones,,
2021,12,17,12,t.12,BergerBoy Brigade,Tyler Bass,,
