season,overall_pick,round,pick_in_round,team_id,team_name,player_name,position,is_keeper
2023,8,4,8,t.8,The English Nuisance,Alexander Mattison,,
2023,9,4,9,t.9,IN— Gabe — We trust,Kenneth Walker III,,
2023,10,4,10,t.10,CallYourMotherPaul,Amari Cooper,,
2023,11,4,11,t.11,Christian Mcchampion,Keenan Allen,,
2023,12,4,12,t.12,$ETH MAXI,Justin Fields,,
2023,1,5,1,t.1,$ETH MAXI,Drake London,,
2023,2,5,2,t.2,Christian Mcchampion,Dallas Goedert,,
2023,3,5,3,t.3,CallYourMotherPaul,Trevor Lawrence,,
2023,4,5,4,t.4,IN— Gabe — We trust,Brandon Aiyuk,,
2023,5,5,5,t.5,The English Nuisance,Darren Waller,,
2023,6,5,6,t.6,DesPACKcito,Tyler Lockett,,
2023,7,5,7,t.7,Nightlight/Father of the Champ,Mike Williams,,
2023,8,5,8,t.8,Big Truss Woo Woo,Justin Herbert,,
2023,9,5,9,t.9,Tara’s team,Breece Hall,,
2023,10,5,10,t.10,Paul's Team,Miles Sanders,,
2023,11,5,11,t.11,Bursted Bladders,Christian Watson,,
2023,12,5,12,t.12,Reigning Champ,DeAndre Hopkins,,
2023,1,6,1,t.1,Reigning Champ,Jonathan Taylor,,
2023,2,6,2,t.2,Bursted Bladders,Cam Akers,,
2023,3,6,3,t.3,Paul's Team,DJ Moore,,
2023,4,6,4,t.4,Tara’s team,Terry McLaurin,,
2023,5,6,5,t.5,Big Truss Woo Woo,James Cook III,,
2023,6,6,6,t.6,Nightlight/Father of the Champ,George Pickens,,
2023,7,6,7,t.7,DesPACKcito,Kyle Pitts Sr.,,
2023,8,6,8,t.8,The English Nuisance,Dalvin Cook,,
2023,9,6,9,t.9,IN— Gabe — We trust,Chris Godwin Jr.,,
2023,10,6,10,t.10,CallYourMotherPaul,Diontae Johnson,,
2023,11,6,11,t.11,Christian Mcchampion,Michael Pittman Jr.,,
2023,12,6,12,t.12,$ETH MAXI,James Conner,,
2023,1,7,1,t.1,$ETH MAXI,David Montgomery,,
2023,2,7,2,t.2,Christian Mcchampion,Javonte Williams,,
2023,3,7,3,t.3,CallYourMotherPaul,Dalton Kincaid,,
2023,4,7,4,t.4,IN— Gabe — We trust,Isiah Pacheco,,
2023,5,7,5,t.5,The English Nuisance,Mike Evans,,
2023,6,7,6,t.6,DesPACKcito,Rachaad White,,
2023,7,7,7,t.7,Nightlight/Father of the Champ,Christian Kirk,,
2023,8,7,8,t.8,Big Truss Woo Woo,Isaiah Likely,,
2023,9,7,9,t.9,Tara’s team,Khalil Herbert,,
2023,10,7,10,t.10,Paul's Team,Jahan Dotson,,
2023,11,7,11,t.11,Bursted Bladders,Bills,,
2023,12,7,12,t.12,Reigning Champ,AJ Dillon,,
2023,1,8,1,t.1,Reigning Champ,Kirk Cousins,,
2023,2,8,2,t.2,Bursted Bladders,D'Andre Swift,,
2023,3,8,3,t.3,Paul's Team,Pat Freiermuth,,
2023,4,8,4,t.4,Tara’s team,Jaxon Smith-Njigba,,
2023,5,8,5,t.5,Big Truss Woo Woo,Tua Tagovailoa,,
2023,6,8,6,t.6,Nightlight/Father of the Champ,Jamaal Williams,,
2023,7,8,7,t.7,DesPACKcito,Jordan Addison,,
2023,8,8,8,t.8,The English Nuisance,Hollywood Brown,,
2023,9,8,9,t.9,IN— Gabe — We trust,Gabe Davis,,
2023,10,8,10,t.10,CallYourMotherPaul,Antonio Gibson,,
2023,11,8,11,t.11,Christian Mcchampion,Alvin Kamara,,
2023,12,8,12,t.12,$ETH MAXI,Evan Engram,,
2023,1,9,1,t.1,$ETH MAXI,Raheem Mostert,,
2023,2,9,2,t.2,Christian Mcchampion,Dak Prescott,,
2023,3,9,3,t.3,CallYourMotherPaul,Marvin Mims Jr.,,
2023,4,9,4,t.4,IN— Gabe — We trust,Brian Robinson,,
2023,5,9,5,t.5,The English Nuisance,Rashod Bateman,,
2023,6,9,6,t.6,DesPACKcito,Daniel Jones,,
2023,7,9,7,t.7,Nightlight/Father of the Champ,Damien Harris,,
2023,8,9,8,t.8,Big Truss Woo Woo,Zay Flowers,,
2023,9,9,9,t.9,Tara’s team,Deshaun Watson,,
2023,10,9,10,t.10,Paul's Team,Jerry Jeudy,,
2023,11,9,11,t.11,Bursted Bladders,Justin Tucker,,
2023,12,9,12,t.12,Reigning Champ,David Njoku,,
2023,1,10,1,t.1,Reigning Champ,Kenneth Gainwell,,
2023,2,10,2,t.2,Bursted Bladders,49ers,,
2023,3,10,3,t.3,Paul's Team,Geno Smith,,
2023,4,10,4,t.4,Tara’s team,Zach Charbonnet,,
2023,5,10,5,t.5,Big Truss Woo Woo,Samaje Perine,,
2023,6,10,6,t.6,Nightlight/Father of the Champ,Odell Beckham Jr.,,
2023,7,10,7,t.7,DesPACKcito,Brandin Cooks,,
2023,8,10,8,t.8,The English Nuisance,Jerick McKinnon,,
2023,9,10,9,t.9,IN— Gabe — We trust,Jared Goff,,
2023,10,10,10,t.10,CallYourMotherPaul,Cowboys,,
2023,11,10,11,t.11,Christian Mcchampion,Eagles,,
2023,12,10,12,t.12,$ETH MAXI,Courtland Sutton,,
2023,1,11,1,t.1,$ETH MAXI,Chig Okonkwo,,
2023,2,11,2,t.2,Christian Mcchampion,Daniel Carlson,,
2023,3,11,3,t.3,CallYourMotherPaul,Tyler Bass,,
2023,4,11,4,t.4,IN— Gabe — We trust,Quentin Johnston,,
2023,5,11,5,t.5,The English Nuisance,Michael Gallup,,
2023,6,11,6,t.6,DesPACKcito,Elijah Moore,,
2023,7,11,7,t.7,Nightlight/Father of the Champ,Brock Purdy,,
2023,8,11,8,t.8,Big Truss Woo Woo,JuJu Smith-Schuster,,
2023,9,11,9,t.9,Tara’s team,Nico Collins,,
2023,10,11,10,t.10,Paul's Team,Rashaad Penny,,
2023,11,11,11,t.11,Bursted Bladders,Romeo Doubs,,
2023,12,11,12,t.12,Reigning Champ,Anthony Richardson Sr.,,
2023,1,12,1,t.1,Reigning Champ,Ezekiel Elliott,,
2023,2,12,2,t.2,Bursted Bladders,Tyler Allgeier,,
2023,3,12,3,t.3,Paul's Team,Elijah Mitchell,,
2023,4,12,4,t.4,Tara’s team,Jets,,
2023,5,12,5,t.5,Big Truss Woo Woo,Skyy Moore,,
2023,6,12,6,t.6,Nightlight/Father of the Champ,Taysom Hill,,
2023,7,12,7,t.7,DesPACKcito,Michael Thomas,,
2023,8,12,8,t.8,The English Nuisance,Dalton Schultz,,
2023,9,12,9,t.9,IN— Gabe — We trust,Tank Bigsby,,
2023,10,12,10,t.10,CallYourMotherPaul,Tyler Higbee,,
2023,11,12,11,t.11,Christian Mcchampion,Treylon Burks,,
2023,12,12,12,t.12,$ETH MAXI,Jaylen Warren,,
2023,1,13,1,t.1,$ETH MAXI,Jakobi Meyers,,
2023,2,13,2,t.2,Christian Mcchampion,Adam Thielen,,
2023,3,13,3,t.3,CallYourMotherPaul,Jeff Wilson Jr.,,
2023,4,13,4,t.4,IN— Gabe — We trust,Younghoe Koo,,
2023,5,13,5,t.5,The English Nuisance,Allen Lazard,,
2023,6,13,6,t.6,DesPACKcito,Darnell Mooney,,
2023,7,13,7,t.7,Nightlight/Father of the Champ,Patriots,,
2023,8,13,8,t.8,Big Truss Woo Woo,Broncos,,
2023,9,13,9,t.9,Tara’s team,Tyler Boyd,,
2023,10,13,10,t.10,Paul's Team,Cole Kmet,,
2023,11,13,11,t.11,Bursted Bladders,Luke Musgrave,,
2023,12,13,12,t.12,Reigning Champ,Russell Wilson,,
2023,1,14,1,t.1,Reigning Champ,Saints,,
2023,2,14,2,t.2,Bursted Bladders,Juwan Johnson,,
2023,3,14,3,t.3,Paul's Team,Zay Jones,,
2023,4,14,4,t.4,Tara’s team,D'Onta Foreman,,
2023,5,14,5,t.5,Big Truss Woo Woo,Gus Edwards,,
2023,6,14,6,t.6,Nightlight/Father of the Champ,Kadarius Toney,,
2023,7,14,7,t.7,DesPACKcito,De'Von Achane,,
2023,8,14,8,t.8,The English Nuisance,Matthew Stafford,,
2023,9,14,9,t.9,IN— Gabe — We trust,Jameson Williams,,
2023,10,14,10,t.10,CallYourMotherPaul,Sam LaPorta,,
2023,11,14,11,t.11,Christian Mcchampion,Jake Ferguson,,
2023,12,14,12,t.12,$ETH MAXI,Van Jefferson,,
2023,1,15,1,t.1,$ETH MAXI,Greg Dulcich,,
2023,2,15,2,t.2,Christian Mcchampion,Kendre Miller,,
2023,3,15,3,t.3,CallYourMotherPaul,Kenny Pickett,,
2023,4,15,4,t.4,IN— Gabe — We trust,Commanders,,
2023,5,15,5,t.5,The English Nuisance,Jason Myers,,
2023,6,15,6,t.6,DesPACKcito,Ravens,,
2023,7,15,7,t.7,Nightlight/Father of the Champ,Evan McPherson,,
2023,8,15,8,t.8,Big Truss Woo Woo,Harrison Butker,,
2023,9,15,9,t.9,Tara’s team,Cameron Dicker,,
2023,10,15,10,t.10,Paul's Team,Dolphins,,
2023,11,15,11,t.11,Bursted Bladders,K.J. Osborn,,
2023,12,15,12,t.12,Reigning Champ,Nick Folk,,
2023,1,16,1,t.1,Reigning Champ,Jayden Reed,,
2023,2,16,2,t.2,Bursted Bladders,Gerald Everett,,
2023,3,16,3,t.3,Paul's Team,Jason Sanders,,
2023,4,16,4,t.4,Tara’s team,Donovan Peoples-Jones,,
2023,5,16,5,t.5,Big Truss Woo Woo,Hunter Henry,,
2023,6,16,6,t.6,Nightlight/Father of the Champ,Chuba Hubbard,,
2023,7,16,7,t.7,DesPACKcito,Jake Elliott,,
2023,8,16,8,t.8,The English Nuisance,Clyde Edwards-Helaire,,
2023,9,16,9,t.9,IN— Gabe — We trust,Devin Singletary,,
2023,10,16,10,t.10,CallYourMotherPaul,Steelers,,
2023,11,16,11,t.11,Christian Mcchampion,DJ Chark,,
2023,12,16,12,t.12,$ETH MAXI,Bengals,,
