season,overall_pick,round,pick_in_round,team_id,team_name,player_name,position,is_keeper
2018,5,11,5,t.5,Land of the Freemans,Trey Burton,,
2018,6,11,6,t.6,The Mandingo...,Doug Martin,,
2018,7,11,7,t.7,Deez Hos Ain't Royal,Jordan Reed,,
2018,8,11,8,t.8,Mrs. Doubtfire,Jared Cook,,
2018,9,11,9,t.9,Land of the Freemans,Sterling Shepard,,
2018,10,11,10,t.10,The Dream Team,Andy Dalton,,
2018,1,12,1,t.1,The Dream Team,Blake Bortles,,
2018,2,12,2,t.2,Land of the Freemans,Jordan Wilkins,,
2018,3,12,3,t.3,Mrs. Doubtfire,Tyler Eifert,,
2018,4,12,4,t.4,Deez Hos Ain't Royal,DJ Moore,,
2018,5,12,5,t.5,The Mandingo...,Eli Manning,,
2018,6,12,6,t.6,LEMVP & Associates,Eagles,,
2018,7,12,7,t.7,Mrs. Doubtfire,Kelvin Benjamin,,
2018,8,12,8,t.8,Arnold Palmer Lite,Joe Flacco,,
2018,9,12,9,t.9,Barkley’s Biddies,Kenny Golladay,,
2018,10,12,10,t.10,Kareem Hunt did 9/11,David Njoku,,
2018,1,13,1,t.1,Land of the Freemans,Rex Burkhead,,
2018,2,13,2,t.2,Barkley’s Biddies,Aaron Jones Sr.,,
2018,3,13,3,t.3,Arnold Palmer Lite,Theo Riddick,,
2018,4,13,4,t.4,BergerBoy Brigade,Mitchell Trubisky,,
2018,5,13,5,t.5,LEMVP & Associates,Jake Elliott,,
2018,6,13,6,t.6,The Mandingo...,Doug Baldwin,,
2018,7,13,7,t.7,Deez Hos Ain't Royal,Chris Godwin Jr.,,
2018,8,13,8,t.8,Mrs. Doubtfire,O.J. Howard,,
2018,9,13,9,t.9,Land of the Freemans,Jamison Crowder,,
2018,10,13,10,t.10,The Dream Team,Kenneth Barber,,
2018,1,14,1,t.1,The Dream Team,George Kittle,,
2018,2,14,2,t.2,Land of the Freemans,Nick Chubb,,
2018,3,14,3,t.3,BergerBoy Brigade,D'Onta Foreman,,
2018,4,14,4,t.4,Deez Hos Ain't Royal,Samaje Perine,,
2018,5,14,5,t.5,The Mandingo...,Dak Prescott,,
2018,6,14,6,t.6,LEMVP & Associates,Davante Adams,,
2018,7,14,7,t.7,BergerBoy Brigade,Chris Thompson,,
2018,8,14,8,t.8,Arnold Palmer Lite,Javorius Allen,,
2018,9,14,9,t.9,Barkley’s Biddies,Jake Kumerow,,
2018,10,14,10,t.10,Kareem Hunt did 9/11,Mike Williams,,
2018,1,15,1,t.1,Kareem Hunt did 9/11,Matt Breida,,
2018,2,15,2,t.2,Barkley’s Biddies,Josh Allen,,
2018,3,15,3,t.3,Arnold Palmer Lite,Mohamed Sanu,,
2018,4,15,4,t.4,BergerBoy Brigade,Latavius Murray,,
2018,5,15,5,t.5,LEMVP & Associates,Adam Thielen,,
2018,6,15,6,t.6,The Mandingo...,Spencer Ware,,
2018,7,15,7,t.7,Deez Hos Ain't Royal,Jordan Howard,,
2018,8,15,8,t.8,Mrs. Doubtfire,Texans,,
2018,9,15,9,t.9,Land of the Freemans,Tyreek Hill,,
2018,10,15,10,t.10,The Dream Team,Paul Richardson,,
2018,1,16,1,t.1,The Dream Team,Devontae Booker,,
2018,2,16,2,t.2,Land of the Freemans,Broncos,,
2018,3,16,3,t.3,Mrs. Doubtfire,Dan Bailey,,
2018,4,16,4,t.4,Deez Hos Ain't Royal,Sam Darnold,,
2018,5,16,5,t.5,The Mandingo...,Chargers,,
2018,6,16,6,t.6,The Mandingo...,Greg Zuerlein,,
2018,7,16,7,t.7,BergerBoy Brigade,Devin Funchess,,
2018,8,16,8,t.8,Arnold Palmer Lite,Kenny Stills,,
2018,9,16,9,t.9,Barkley’s Biddies,Antonio Callaway,,
2018,10,16,10,t.10,Kareem Hunt did 9/11,Ravens,,
2018,1,17,1,t.1,Kareem Hunt did 9/11,Alex Collins,,
2018,2,17,2,t.2,Barkley’s Biddies,Kenyan Drake,,
2018,3,17,3,t.3,Arnold Palmer Lite,Jerick McKinnon,,
2018,4,17,4,t.4,BergerBoy Brigade,Robbie Chosen,,
2018,5,17,5,t.5,LEMVP & Associates,JuJu Smith-Schuster,,
2018,6,17,6,t.6,The Mandingo...,Josh Gordon,,
2018,7,17,7,t.7,Deez Hos Ain't Royal,Alvin Kamara,,
2018,8,17,8,t.8,Mrs. Doubtfire,Jimmy Garoppolo,,
2018,9,17,9,t.9,Land of the Freemans,Michael Gallup,,
2018,10,17,10,t.10,The Dream Team,Nelson Agholor,,
2018,1,18,1,t.1,The Dream Team,Hayden Hurst,,
2018,2,18,2,t.2,Land of the Freemans,Matt Bryant,,
2018,3,18,3,t.3,Mrs. Doubtfire,Josh Rosen,,
2018,4,18,4,t.4,Deez Hos Ain't Royal,Justin Jackson,,
2018,5,18,5,t.5,The Mandingo...,Dez Bryant,,
2018,6,18,6,t.6,The Dream Team,John Ross,,
2018,7,18,7,t.7,BergerBoy Brigade,Rob Kelley,,
2018,8,18,8,t.8,The Dream Team,Mike Wallace,,
2018,9,18,9,t.9,Barkley’s Biddies,Wil Lutz,,
2018,10,18,10,t.10,Mrs. Doubtfire,DeSean Jackson,,
2018,1,19,1,t.1,BergerBoy Brigade,Ty Montgomery II,,
2018,2,19,2,t.2,Barkley’s Biddies,Patriots,,
2018,3,19,3,t.3,The Dream Team,Steelers,,
2018,4,19,4,t.4,Mrs. Doubtfire,Mack Hollins,,
2018,5,19,5,t.5,The Dream Team,Jake Butt,,
2018,6,19,6,t.6,The Mandingo...,Derrius Guice,,
2018,7,19,7,t.7,Deez Hos Ain't Royal,Chris Boswell,,
2018,8,19,8,t.8,Mrs. Doubtfire,Sam Bradford,,
2018,9,19,9,t.9,Land of the Freemans,C.J. Anderson,,
2018,10,19,10,t.10,The Dream Team,Harrison Butker,,
