season,overall_pick,round,pick_in_round,team_id,team_name,player_name,position,is_keeper
2016,6,7,6,t.6,Trust the Process,DeSean Jackson,,
2016,7,7,7,t.7,Arnold Palmer Lite,Duke Johnson,,
2016,8,7,8,t.8,Sunday Scaries,Jeremy Hill,,
2016,9,7,9,t.9,Tyrodasaurus Rex,Seahawks,,
2016,10,7,10,t.10,Bing Bong Brothers,Will Fuller V,,
2016,1,8,1,t.1,Bing Bong Brothers,Ryan Fitzpatrick,,
2016,2,8,2,t.2,Tyrodasaurus Rex,Rashad Jennings,,
2016,3,8,3,t.3,Trust the Process,Derek Carr,,
2016,4,8,4,t.4,BergerBoy Brigade,Giovani Bernard,,
2016,5,8,5,t.5,Trust the Process,Kevin White,,
2016,6,8,6,t.6,Deez Hos Ain't Royal,Marcus Mariota,,
2016,7,8,7,t.7,Raichu a Love Song,DeVante Parker,,
2016,8,8,8,t.8,Arnold Palmer Lite,Kelvin Benjamin,,
2016,9,8,9,t.9,Dirty Old Men,Jordy Nelson,,
2016,10,8,10,t.10,Joffrey Sucks,Alshon Jeffery,,
2016,1,9,1,t.1,BergerBoy Brigade,Zach Ertz,,
2016,2,9,2,t.2,Bing Bong Brothers,Andy Dalton,,
2016,3,9,3,t.3,Bing Bong Brothers,Stefon Diggs,,
2016,4,9,4,t.4,Raichu a Love Song,Jay Ajayi,,
2016,5,9,5,t.5,Deez Hos Ain't Royal,Derrick Henry,,
2016,6,9,6,t.6,Sunday Scaries,Justin Forsett,,
2016,7,9,7,t.7,Trust the Process,Dwayne Allen,,
2016,8,9,8,t.8,Joffrey Sucks,LeGarrette Blount,,
2016,9,9,9,t.9,Tyrodasaurus Rex,Blake Bortles,,
2016,10,9,10,t.10,Trust the Process,Jameis Winston,,
2016,1,10,1,t.1,Bing Bong Brothers,T.J. Yeldon,,
2016,2,10,2,t.2,Arnold Palmer Lite,Panthers,,
2016,3,10,3,t.3,Joffrey Sucks,Tyler Lockett,,
2016,4,10,4,t.4,BergerBoy Brigade,Tevin Coleman,,
2016,5,10,5,t.5,Sunday Scaries,Isaiah Crowell,,
2016,6,10,6,t.6,Deez Hos Ain't Royal,Sterling Shepard,,
2016,7,10,7,t.7,Raichu a Love Song,Mark Ingram II,,
2016,8,10,8,t.8,Arnold Palmer Lite,Michael Crabtree,,
2016,9,10,9,t.9,Dirty Old Men,Jimmy Graham,,
2016,10,10,10,t.10,Bing Bong Brothers,Mohamed Sanu,,
2016,1,11,1,t.1,Trust the Process,David Johnson,,
2016,2,11,2,t.2,Dirty Old Men,Matt Ryan,,
2016,3,11,3,t.3,Arnold Palmer Lite,Robert Griffin III,,
2016,4,11,4,t.4,Raichu a Love Song,Cardinals,,
2016,5,11,5,t.5,Deez Hos Ain't Royal,Kirk Cousins,,
2016,6,11,6,t.6,Sunday Scaries,Ryan Tannehill,,
2016,7,11,7,t.7,BergerBoy Brigade,Devonta Freeman,,
2016,8,11,8,t.8,Joffrey Sucks,Joe Flacco,,
2016,9,11,9,t.9,Tyrodasaurus Rex,Jay Cutler,,
2016,10,11,10,t.10,Bing Bong Brothers,Corey Coleman,,
2016,1,12,1,t.1,Bing Bong Brothers,Laquon Treadwell,,
2016,2,12,2,t.2,Tyrodasaurus Rex,Torrey Smith,,
2016,3,12,3,t.3,Joffrey Sucks,Christine Michael,,
2016,4,12,4,t.4,BergerBoy Brigade,Theo Riddick,,
2016,5,12,5,t.5,Sunday Scaries,Brock Osweiler,,
2016,6,12,6,t.6,Deez Hos Ain't Royal,Michael Thomas,,
2016,7,12,7,t.7,Raichu a Love Song,Julius Thomas,,
2016,8,12,8,t.8,Tyrodasaurus Rex,Willie Snead IV,,
2016,9,12,9,t.9,Dirty Old Men,Teddy Bridgewater,,
2016,10,12,10,t.10,Arnold Palmer Lite,Jonathan Stewart,,
2016,1,13,1,t.1,Trust the Process,Tyler Eifert,,
2016,2,13,2,t.2,Dirty Old Men,Dorial Green-Beckham,,
2016,3,13,3,t.3,BergerBoy Brigade,Alex Smith,,
2016,4,13,4,t.4,Raichu a Love Song,Sam Bradford,,
2016,5,13,5,t.5,Deez Hos Ain't Royal,Danny Woodhead,,
2016,6,13,6,t.6,Sunday Scaries,Antonio Gates,,
2016,7,13,7,t.7,Trust the Process,James White,,
2016,8,13,8,t.8,Joffrey Sucks,Charles Sims,,
2016,9,13,9,t.9,Tyrodasaurus Rex,Jeremy Langford,,
2016,10,13,10,t.10,Bing Bong Brothers,Odell Beckham Jr.,,
2016,1,14,1,t.1,Bing Bong Brothers,Jordan Reed,,
2016,2,14,2,t.2,Tyrodasaurus Rex,Tony Romo,,
2016,3,14,3,t.3,Joffrey Sucks,Devin Funchess,,
2016,4,14,4,t.4,BergerBoy Brigade,Vincent Jackson,,
2016,5,14,5,t.5,Sunday Scaries,Rishard Matthews,,
2016,6,14,6,t.6,Deez Hos Ain't Royal,Martellus Bennett,,
2016,7,14,7,t.7,Raichu a Love Song,Dion Lewis,,
2016,8,14,8,t.8,Arnold Palmer Lite,Jerick McKinnon,,
2016,9,14,9,t.9,Dirty Old Men,Jarvis Landry,,
2016,10,14,10,t.10,Trust the Process,Stephen Gostkowski,,
2016,1,15,1,t.1,Joffrey Sucks,Devontae Booker,,
2016,2,15,2,t.2,Dirty Old Men,Paxton Lynch,,
2016,3,15,3,t.3,Arnold Palmer Lite,Latavius Murray,,
2016,4,15,4,t.4,Raichu a Love Song,Trevor Siemian,,
2016,5,15,5,t.5,Deez Hos Ain't Royal,Sammie Coates,,
2016,6,15,6,t.6,Sunday Scaries,Spencer Ware,,
2016,7,15,7,t.7,BergerBoy Brigade,Jared Goff,,
2016,8,15,8,t.8,Joffrey Sucks,C.J. Anderson,,
2016,9,15,9,t.9,Tyrodasaurus Rex,James Starks,,
2016,10,15,10,t.10,Bing Bong Brothers,Texans,,
2016,1,16,1,t.1,Bing Bong Brothers,Adam Vinatieri,,
2016,2,16,2,t.2,Tyrodasaurus Rex,Jared Cook,,
2016,3,16,3,t.3,Arnold Palmer Lite,Zach Miller,,
2016,4,16,4,t.4,BergerBoy Brigade,Josh Doctson,,
2016,5,16,5,t.5,Sunday Scaries,Eric Ebron,,
2016,6,16,6,t.6,Deez Hos Ain't Royal,Alfred Morris,,
2016,7,16,7,t.7,Raichu a Love Song,Gary Barnidge,,
2016,8,16,8,t.8,Joffrey Sucks,Donte Moncrief,,
2016,9,16,9,t.9,Dirty Old Men,DeAndre Washington,,
2016,10,16,10,t.10,BergerBoy Brigade,Travis Benjamin,,
2016,1,17,1,t.1,Trust the Process,Chiefs,,
2016,2,17,2,t.2,Dirty Old Men,Doug Baldwin,,
2016,3,17,3,t.3,Joffrey Sucks,Tyler Boyd,,
2016,4,17,4,t.4,Raichu a Love Song,Thomas Rawls,,
2016,5,17,5,t.5,Deez Hos Ain't Royal,Tavon Austin,,
2016,6,17,6,t.6,Sunday Scaries,Bilal Powell,,
2016,7,17,7,t.7,BergerBoy Brigade,Kenneth Dixon,,
2016,8,17,8,t.8,Arnold Palmer Lite,Stephen Hauschka,,
2016,9,17,9,t.9,Tyrodasaurus Rex,Steve Smith,,
2016,10,17,10,t.10,Bing Bong Brothers,Darren Sproles,,
2016,1,18,1,t.1,Bing Bong Brothers,Blaine Gabbert,,
2016,2,18,2,t.2,Tyrodasaurus Rex,Dak Prescott,,
2016,3,18,3,t.3,Joffrey Sucks,Rams,,
2016,4,18,4,t.4,BergerBoy Brigade,Markus Wheaton,,
2016,5,18,5,t.5,Sunday Scaries,Phillip Dorsett II,,
2016,6,18,6,t.6,Deez Hos Ain't Royal,Jets,,
2016,7,18,7,t.7,Raichu a Love Song,C.J. Prosise,,
2016,8,18,8,t.8,Tyrodasaurus Rex,Tim Hightower,,
2016,9,18,9,t.9,Dirty Old Men,Reggie Bush,,
2016,10,18,10,t.10,BergerBoy Brigade,Jimmy Garoppolo,,
2016,1,19,1,t.1,Raichu a Love Song,Blair Walsh,,
2016,2,19,2,t.2,Dirty Old Men,Brandon McManus,,
2016,3,19,3,t.3,Arnold Palmer Lite,Shane Vereen,,
2016,4,19,4,t.4,Raichu a Love Song,Mark Sanchez,,
2016,5,19,5,t.5,Deez Hos Ain't Royal,Chandler Catanzaro,,
2016,6,19,6,t.6,Sunday Scaries,Mason Crosby,,
2016,7,19,7,t.7,BergerBoy Brigade,Ladarius Green,,
2016,8,19,8,t.8,Joffrey Sucks,Matt Prater,,
2016,9,19,9,t.9,Tyrodasaurus Rex,Graham Gano,,
2016,10,19,10,t.10,Bing Bong Brothers,Jason Witten,,
